"X" "CID" "maxlatency" "mean_latency" "mean_time_retrieve" "mean_time_compute" "time_add_IPFS" "mean_time_pubsub" "numUpdates" "numberPeers" "numberPeerUpdating" "System"
"2358" 95 "QmYSvjcrYXcU9yjEgadcHR9hqkyurGaBTCo3HgrBz5r5AP" 226 165.555555555556 55373211.8888889 55882.6666666667 109693252 433208.999999999 100 "10" "1" "IM-CRDT"
"2359" 96 "QmYUrbVg2Qkp2FGmQVneBXkobGFD9Ac8d6UPkgrbFyDQSd" 231 166.555555555556 55509616.3333333 60056.6666666667 109793237 1192645.55555555 100 "10" "1" "IM-CRDT"
"2360" 97 "QmYVTzwUN66uPcVcBYZCgrZ9sunYs47D2BiCMwmSVnDqoG" 247 179.777777777778 60471673.6666667 62870.5555555556 118029973 1213260.55555555 100 "10" "1" "IM-CRDT"
"2361" 98 "QmZaUYZtv5BTRLHDFsu63K7dzcZFoqLfFnVSXjXk6iZ3TL" 255 188.444444444444 52531163.8888889 55879.7777777778 134809823 1047577.77777778 100 "10" "1" "IM-CRDT"
"2362" 99 "QmZi1iUUhcqebVqnp2U3zgMMQGXwQNg55kHRJRESpnXMAD" 190 152.777777777778 50611410.7777778 60292 101181804 924271.000000001 100 "10" "1" "IM-CRDT"
"2363" 100 "QmZuM4FkfBzHKZHsJ9gVj4ZCus4jQKSTmWcGp6bd5zsAi9" 268 204.222222222222 59783365.4444444 59311 143040277 1339268.77777778 100 "10" "1" "IM-CRDT"
"2364" 1 "Qma7aSPNMqgHbPtPvF4YwzPqCvTdPuthfQCvEiCxFLetyT" 300 243.888888888889 48041457.1111111 56505.4444444444 193276451 2514475.33333334 1000 "10" "1" "IM-CRDT"
"2365" 2 "Qma8iVAxMqirkwvivFqNp3Bf9zykn8bFFkX42iK1xhoVn2" 312 260.111111111111 52874392.4444444 61762.5555555556 202110367 5064589.11111111 1000 "10" "1" "IM-CRDT"
"2366" 3 "QmaA7gR7dXxQBC73W7ww6644p7U8ZfH1DisANLaB85SdrQ" 259 212.666666666667 56382492.8888889 55123.3333333333 151352405 4876645.44444444 1000 "10" "1" "IM-CRDT"
"2367" 4 "QmaB2vUGAzQKDpJXcfd1t7mbP2Q2rdDgJ4csUtaGKmMkeD" 212 174.333333333333 47545466.5555556 56970.3333333333 126370670 360226.444444445 1000 "10" "1" "IM-CRDT"
"2368" 5 "QmaBfbckNBa9UJQAFKtpsjMkzqs1Nz9cVZkHTkJEPiCjmz" 264 209.444444444444 55048279.2222222 56647.2222222222 152459251 1880267 1000 "10" "1" "IM-CRDT"
"2369" 6 "Qmac1MNwDhcvameiiQ1QZpB4yJojcXkZRg9KcCH872ZDzN" 261 203.777777777778 50232311.3333333 66789.5555555556 151165451 2313225.88888889 1000 "10" "1" "IM-CRDT"
"2370" 7 "QmaD5Xhr5FH4PYZWAu34mFvBQdNneEbHk1hssJTH2Lu8rw" 301 236.222222222222 55075013.2222222 50672.2222222222 176366682 4729854.77777778 1000 "10" "1" "IM-CRDT"
"2371" 8 "QmaK8RsKhk1Jr6cDbuAe33UmW8BkxnDni2cxohPNPWXZDg" 279 194.777777777778 56141960.4444444 58144.7777777778 134738424 3839248.55555556 1000 "10" "1" "IM-CRDT"
"2372" 9 "QmascnmD5cy1TtGdYK3GEwyecdkpcW8fmZ6uqfUdUx4W3A" 289 225.222222222222 57898546.5555556 57250.5555555556 167316919 -50493.8888888912 1000 "10" "1" "IM-CRDT"
"2373" 10 "QmauEE3vcbKGRRrtKuf4QJLLfcm6YuA7e5dT2fwqedrvpz" 266 183.444444444444 61001615.1111111 57164.5555555556 118500478 3885186.77777778 1000 "10" "1" "IM-CRDT"
"2374" 11 "QmaV2XBWA92XG4EPkhD365RfYPxRZxKrUhbCmfWm2BMK9w" 267 199.777777777778 53969169.7777778 62113.4444444444 142938367 2808127.55555556 1000 "10" "1" "IM-CRDT"
"2375" 12 "QmaWmxhkLtqMgDxWctAVvyB8x6WUj49DQQPtMYBEwNL5zP" 267 234.111111111111 48189376.8888889 52140.1111111111 184407574 1462020.11111111 1000 "10" "1" "IM-CRDT"
"2376" 13 "Qmay3X7fRy4vZj8ThusxM9udPtwk19gHsbo4zXNBqG5jJo" 234 188.777777777778 51093076 54500.6666666667 137712047 -81845.8888888895 1000 "10" "1" "IM-CRDT"
"2377" 14 "Qmb2A7jSv425rnpGocHnm6eE8XL22KHvCxtoJe6dLdRXrH" 277 205.222222222222 51018377 55824.3333333333 152337445 1810575.88888889 1000 "10" "1" "IM-CRDT"
"2378" 15 "Qmb2ehF4ncmo31Uq49duVcm6RBi8eKVwKMdUbwkQs9PWGZ" 254 201.888888888889 50936403.5555556 57866.7777777778 151235054 -340435.444444444 1000 "10" "1" "IM-CRDT"
"2379" 16 "Qmb3Mni8u65NpdpPUXYz1UH7crTzBxcCGBV1gvdm2caMPV" 216 157 51502546.1111111 53363.2222222222 101405411 4038679.66666667 1000 "10" "1" "IM-CRDT"
"2380" 17 "Qmb4sk1CwsWCDvGvxSjDcsdEwDyT5Rhb6bZwdNKfGF3mRP" 258 195.222222222222 49710118.5555556 51431.5555555556 142406991 3053681.11111111 1000 "10" "1" "IM-CRDT"
"2381" 18 "QmbA18GVTLLAtVeeFezBLhE6ghCaWG35me9SwfCDAjbYki" 247 189.666666666667 50929216.2222222 52681.5555555556 134598665 4086103.88888889 1000 "10" "1" "IM-CRDT"
"2382" 19 "Qmbcj8TJ7BjeCVmhpmMb32esP1ev8fX1UnQ7GSQ7VJadkH" 219 176.666666666667 49300276 49088.2222222222 127313108 4194.44444445263 1000 "10" "1" "IM-CRDT"
"2383" 20 "QmbFUeTpP5JxaZp93G7mPFCuxQmcAFmsCKBKJSNPoDeegj" 251 199 52270276.8888889 55212.2222222222 143308496 3366014.88888889 1000 "10" "1" "IM-CRDT"
"2384" 21 "QmbjHrsaf8SZmUyU9wZe7U5SM4ajt6w9FExikj1zMKFyMS" 281 227.222222222222 55879782.6666667 54592.2222222222 169160392 2127455.33333333 1000 "10" "1" "IM-CRDT"
"2385" 22 "QmbL5FFC6PZdFxCgLAoNcr9VbYt1rTeaRAGeXkPGXX32PR" 249 181.444444444444 60028059.7777778 60579.7777777778 118204651 3151153.88888889 1000 "10" "1" "IM-CRDT"
"2386" 23 "QmbP9XYKoK1ZURdvLCBuHRtud55N1zgRU4rQWBNDSKdRzv" 209 175 47956507.7777778 62824.7777777778 126402707 577960.44444444 1000 "10" "1" "IM-CRDT"
"2387" 24 "QmbQbyZSEmd7Usk5PWPCcvwRFUvmiECujfGz8izcaiFvfj" 243 200.555555555556 48730444.8888889 63487.6666666667 151383357 378265.999999993 1000 "10" "1" "IM-CRDT"
"2388" 25 "QmbRF9hA44sqDQKtL7Vyqr3dzvUATy9mCuJKerkCRjP8rC" 281 212 57639448.8888889 55954.5555555556 151111827 3192769.55555556 1000 "10" "1" "IM-CRDT"
"2389" 26 "Qmbrwu5pgEdeRC7RDfpqBP7j9SnGLXQbxD5HDQeVowrxW5" 249 183 56943060.1111111 55324.5555555556 126555367 -553751.666666664 1000 "10" "1" "IM-CRDT"
"2390" 27 "Qmbufw8pemzRRciHYhNtUomDAGSTw5iFk9ovmSxqHT18Ec" 228 167.555555555556 57316849.3333333 57217 109902654 278835.222222224 1000 "10" "1" "IM-CRDT"
"2391" 28 "QmbUogCmGEvzeWcYAgDc9Z817fmrib31673qD5vZaVgRvC" 265 203.777777777778 60368688.2222222 57589.7777777778 143300650 50849.7777777753 1000 "10" "1" "IM-CRDT"
"2392" 29 "Qmbvvt3FVSsAxHRjKHjniqpc4naEofeMP1BnBR5XmRcNuw" 304 242.111111111111 56802318.6666667 58211 184449982 800599.444444442 1000 "10" "1" "IM-CRDT"
"2393" 30 "Qmbzrx352yFQtaTHf9gQL7fP3ksRWK2SqX45KERtGhPKRt" 278 212.666666666667 58814047.1111111 53623 151301093 2497903.55555556 1000 "10" "1" "IM-CRDT"
"2394" 31 "Qmc6XLcJ1rHrA7kb4NCHYahXcm96vE4mg8iQnJ9hPHuLhg" 243 184.444444444444 52176946.1111111 53874.4444444444 128958624 3254999.88888889 1000 "10" "1" "IM-CRDT"
"2395" 32 "Qmc75gSyQShHBNnTnLrquG9xLJutU2C5DRZFaKfS3GBwCP" 184 148.666666666667 47387735.2222222 57339.5555555556 101645784 -424192.111111111 1000 "10" "1" "IM-CRDT"
"2396" 33 "QmcdJFGbg8B28x7TscyU8NLpwcLHbtTNEX7y18vzoRzqqF" 256 198.333333333333 56050135.7777778 56261.5555555556 139870460 2356476 1000 "10" "1" "IM-CRDT"
"2397" 34 "QmcGWJZVvW4U6gzheFpxd2VjBLH789upkUVjSQf2HmdjS5" 250 202 56870970 59084.1111111111 142785655 2284290.88888889 1000 "10" "1" "IM-CRDT"
"2398" 35 "QmcmLWFTeKxD8PaVWpu9QZzPXQvjF8kL8pDD399pKXNiik" 258 200 54299203.7777778 59875.1111111111 142777362 2863559.11111111 1000 "10" "1" "IM-CRDT"
"2399" 36 "QmcRPK6RT37qtuGfLrdtraYhHUuWNEzfMsbaz12wBWgP3v" 281 220.777777777778 48276843.5555556 60525 168022546 4417863.22222223 1000 "10" "1" "IM-CRDT"
"2400" 37 "QmcVLUP6qSWxb6PfkVvCf2CmKig8GefFDpuu1DH8LcekoY" 278 214.444444444444 54812748.1111111 56048.2222222222 159944832 -369183.888888889 1000 "10" "1" "IM-CRDT"
"2401" 38 "QmcWb5BJ96uLfMvmPbLVyuxdTU3FnYZjSHeJUyG6L6eC7Z" 224 182.777777777778 47947672 59401.4444444444 134414448 356256.333333331 1000 "10" "1" "IM-CRDT"
"2402" 39 "Qmd2Q98i6ayfGhJXT7FyPB7JSpaY8hepbBgcCj6XxqzCcK" 266 213.444444444444 50300692.4444444 57115.6666666667 159901300 3185336.33333334 1000 "10" "1" "IM-CRDT"
"2403" 40 "Qmd3FZxT96YYMtqhW22BP2x8mcntJsd4219PSXwbZEUd5Z" 270 214.666666666667 54734237.5555556 58204 159876235 -2009.8888888861 1000 "10" "1" "IM-CRDT"
"2404" 41 "Qmd4UpJWBjFHcb62JVLyZsWfs2DFd8erTbYukJueKCA8kg" 242 169.111111111111 58837267.3333333 54593 110082612 136638.777777776 1000 "10" "1" "IM-CRDT"
"2405" 42 "QmdAa9NtAQUV3ZNMHp7m5RAFVQbTPSSExmoBf2xyTLMX5a" 240 202.666666666667 47334837.5555556 58937.6666666667 151151638 4121253.44444445 1000 "10" "1" "IM-CRDT"
"2406" 43 "QmdBTJcHgbwHwdRmtE9ub53e1gDFH6E7Eb9HWwDxX6gjLp" 246 198.444444444444 50290164.7777778 53113.6666666667 143123967 4977199 1000 "10" "1" "IM-CRDT"
"2407" 44 "QmdeLEvb5Kz92w3oSt1NERU27cSRvnfqXphLaX7tKPKF7e" 298 251.333333333333 54199961.1111111 53764.8888888889 193142101 3937506.33333333 1000 "10" "1" "IM-CRDT"
"2408" 45 "QmdEox63NbQoyLhgfhpVe23BqhgS8WZ1943X6ZZhoLJCUs" 241 178.666666666667 52415444.4444444 61590.6666666667 126400950 -211318.444444443 1000 "10" "1" "IM-CRDT"
"2409" 46 "Qmdjt6u6Ajm1tSKYpRFYfYbSV7Q9AkwgU3UTyL8bUn897n" 266 206.666666666667 62311108.8888889 58500.5555555556 143358666 938391.222222214 1000 "10" "1" "IM-CRDT"
"2410" 47 "Qmdt76TKCc8hQgTYXggDjstaTLJNBfttnQ3m9oDnxbe9sU" 252 193.888888888889 48402980 50875.6666666667 143020447 2414586.22222222 1000 "10" "1" "IM-CRDT"
"2411" 48 "QmdXCrDd5nr2NKQXaS5rq1JC26zHAoCh2JWunVpLwE6BXL" 233 177 56855746.5555556 57537.2222222222 117766650 2320066.22222223 1000 "10" "1" "IM-CRDT"
"2412" 49 "QmdZuV4AYc272fzdhBK982RXQ7UhGCBujEMyXEQFnmvP6k" 289 242.222222222222 52735207.7777778 60882.1111111111 185040584 4385548.33333334 1000 "10" "1" "IM-CRDT"
"2413" 50 "Qme2f59EnUUfxiLQzzyX3ZzB9t4oRw2zD12H27Qb7TjnLj" 222 175.888888888889 54184357 54969.1111111111 117938258 3711304.77777778 1000 "10" "1" "IM-CRDT"
"2414" 51 "Qme84BmerrovbS1VnJCWoNJ2qid1cQQVuKSFwoTBPg74tf" 231 178.333333333333 51860190.2222222 59372.7777777778 126614420 -200649.666666664 1000 "10" "1" "IM-CRDT"
"2415" 52 "Qme8cc3PWVVQ6GYMd9AbQrZoc1xrJNZQSRZE57XU3heCk5" 189 141.777777777778 49331533.3333333 55425.7777777778 92344241 46577.6666666642 1000 "10" "1" "IM-CRDT"
"2416" 53 "QmeBf3FNUB3P87ieeaR7AdjkQgimM4QApjX7dENgVAez49" 258 196.222222222222 57020654.2222222 54161.3333333333 134873716 4273690.66666667 1000 "10" "1" "IM-CRDT"
"2417" 54 "QmeFnGcguCnp2XhQcuEFB3U2jhL5zq1h6YH4EZZJntXY36" 289 196.111111111111 53184960.8888889 58595.2222222222 142752787 114767.999999998 1000 "10" "1" "IM-CRDT"
"2418" 55 "QmeG5FtbPQ7AEwBhzBjqG4mrRVZ97CUmwfFQGJ6DowLH2E" 277 203.333333333333 59022445.4444444 61423.5555555556 142757852 1491612.33333333 1000 "10" "1" "IM-CRDT"
"2419" 56 "Qmeh3VrMrExSGfKQuC5txp5aRKpCU6ZPdxk1W28QtwcL2M" 272 210.666666666667 55231792.2222222 59460.1111111111 152155147 3220267.33333334 1000 "10" "1" "IM-CRDT"
"2420" 57 "QmeQrXrRLLCBnzg2BieJWiZbk9WQKBwobqq4ntdahjmtYQ" 255 205.888888888889 51328743 56277.3333333333 150838220 3665648.55555555 1000 "10" "1" "IM-CRDT"
"2421" 58 "Qmevf4gnYNKdxW2pA4u5Gc4uENmMjsApCjj7zXN26XiukH" 262 206.555555555556 51265099.1111111 60745.5555555556 152100363 3129347.88888889 1000 "10" "1" "IM-CRDT"
"2422" 59 "Qmewc8PhcdYpPnsnjVCbdmDa1b2TuoPj4QTV117BYCHZXH" 284 201.555555555556 55553419.1111111 53721.3333333333 143177414 2771001.11111111 1000 "10" "1" "IM-CRDT"
"2423" 60 "Qmewg4DwxNapbHEUw9Yr5RakV3tfMeb9iViLfr5LqPSuT4" 246 190.666666666667 52094431 51361.8888888889 134723716 3797157.77777778 1000 "10" "1" "IM-CRDT"
"2424" 61 "QmeWucAm7MBV2yEUGyH3Heu2DYVtuEXR92tTHYxfBKWjxb" 258 195.777777777778 52878024.1111111 53925.8888888889 142715741 130086.777777785 1000 "10" "1" "IM-CRDT"
"2425" 62 "QmezzCnun4kzkN9rx1FkifbV83tJWZt6wzuqcA9BbUTufL" 267 205.666666666667 54102734 48505.4444444444 151206515 308912.222222223 1000 "10" "1" "IM-CRDT"
"2426" 63 "Qmf5LLf7V8WUCahhiJYk6eSRgz4dRNvBT7rix6zXAcToJJ" 267 205.444444444444 59786213.6666667 61300.2222222222 142688563 2908367.55555555 1000 "10" "1" "IM-CRDT"
"2427" 64 "Qmf8syQcDoU97TBLaEaprvTfq4SZobyFrk2B7bqwNZaVq8" 248 196.666666666667 51108520.8888889 52017.8888888889 143198255 2307872.88888889 1000 "10" "1" "IM-CRDT"
"2428" 65 "Qmf9rpgAvCJbmMkLu3AYcBJPSxG4buCtNaFrNko7U5yGPt" 285 213.666666666667 51665752 55757.3333333333 159013865 2931292.33333332 1000 "10" "1" "IM-CRDT"
"2429" 66 "QmfCPxWSLbXvnrkApKxxca7w1mnSsA9hCoUexStPrHTmxM" 221 159.444444444444 50713107.4444444 58455.4444444444 109005312 -332430.444444442 1000 "10" "1" "IM-CRDT"
"2430" 67 "QmfMotPyqmSA8mm5DqSg7HajPhytzjNg8y8qoQqWBzdyZm" 216 159.666666666667 57739563.5555556 52949.4444444444 101657123 217030.666666669 1000 "10" "1" "IM-CRDT"
"2431" 68 "QmfVRRECxTfbYuQqvRHpiH7DRNKvjAX6NwWzSsaE8uH7bK" 248 188.666666666667 53585940.3333333 52818 134543476 484432.333333328 1000 "10" "1" "IM-CRDT"
"2432" 69 "QmNkVrM7uATRzVMkfyJFWA1D22YfDFEBb7GZ5LZwGcZf8p" 266 205 50983061.2222222 55820.3333333333 151584472 2376646.44444445 1000 "10" "1" "IM-CRDT"
"2433" 70 "QmNqkYazX5WKCsvBms7wdsRFjCrXQewLcbLwmpg17YtaNa" 224 170.222222222222 57602010.7777778 59322.3333333333 109512902 3047987.11111112 1000 "10" "1" "IM-CRDT"
"2434" 71 "QmNrGcCCXMXtpdN864DVtSTZxP9hGuyMkU6juYf7e4k9CD" 272 202.666666666667 59184388.5555556 56835.5555555556 142967462 457980.555555553 1000 "10" "1" "IM-CRDT"
"2435" 72 "QmNTUvqTDXj7ZjzGhdPD8bvrMoRgD16mgbT33YgfhptX7J" 282 220.111111111111 56047961 66958 159684865 4311327.11111111 1000 "10" "1" "IM-CRDT"
"2436" 73 "QmNvFMoQ8aA2RwGafnPoG5W6T2VcNKzihDiXiksTEjoUPa" 285 208.444444444444 53691185.3333333 53731 151294654 3404874.11111111 1000 "10" "1" "IM-CRDT"
"2437" 74 "QmNw73vsirKdmV1W46CAnifrVZDZyB2bt3DxeQfGa7NSqw" 246 209.666666666667 47141434.3333333 57236.6666666667 159956134 2511861.66666666 1000 "10" "1" "IM-CRDT"
"2438" 75 "QmNWBU9mTX5e3B5YZ9CL8qp2VowSXRDRr8HQoASM1pct5X" 278 240.444444444444 45305407.3333333 50169.7777777778 192895045 2193822.33333333 1000 "10" "1" "IM-CRDT"
"2439" 76 "QmNZncKCfGSvxJPphEDvWyfnoK3dzLrMTQBxefqXMtfM1k" 229 182.555555555556 47701225.7777778 58329.3333333333 134724625 71375.4444444419 1000 "10" "1" "IM-CRDT"
"2440" 77 "QmNZSSxfGxGvq2ytJHkj7D4xznm7BJLqpwHdUniqXbFQnD" 293 224.444444444444 60301736.8888889 60894.5555555556 159681488 4400325 1000 "10" "1" "IM-CRDT"
"2441" 78 "QmP2wbe4cqATU48k2Vwn3voXEsLAqXq9gxbXwJEhibdgzm" 262 223.222222222222 51198312.8888889 63493.2222222222 168237575 3722841.11111111 1000 "10" "1" "IM-CRDT"
"2442" 79 "QmP9cfBXqWz2sQFzJzrFfmi4Syp2XwfANf4td7EDbt9NxS" 279 230.666666666667 59357345.8888889 59338.7777777778 168362196 2887786 1000 "10" "1" "IM-CRDT"
"2443" 80 "QmPAhRiVZzTbJ7HjxkwjYEX3UiQq4xhDrLeHnUSN3AGuiy" 290 230.777777777778 56587215.3333333 58859.5555555556 174043462 88240.8888888935 1000 "10" "1" "IM-CRDT"
"2444" 81 "QmPaM53McrgKYX5doznWucVVmWMUbkZvpM34zQLvUKYgyq" 253 220.777777777778 49200485.2222222 69867.1111111111 169016895 2490530.44444444 1000 "10" "1" "IM-CRDT"
"2445" 82 "QmPbR59yuKfaKDxMn1XyJDcFz8tFt64oXRuHWZonRBgLHE" 271 214 52771446.5555556 54795.6666666667 159583661 1590096.77777778 1000 "10" "1" "IM-CRDT"
"2446" 83 "QmPCaFw6T1U26voL8tkNMWGFpSSpRtFodrVi769wWD5rky" 246 179.333333333333 61069881.4444444 54033.3333333333 117933176 276242.555555554 1000 "10" "1" "IM-CRDT"
"2447" 84 "QmPcuKb2V52nLwqsDgGEpK7EKVGeL3JoG537RaLkBQkPQm" 245 187.888888888889 51784214.5555556 54465.5555555556 134941454 1108754.77777778 1000 "10" "1" "IM-CRDT"
"2448" 85 "QmPd7xZServVxjfhHZEepC8mtDy5vq3eM9ejcaMgMLNLoj" 272 212.222222222222 56496868.8888889 56612.8888888889 151983915 3684825.44444444 1000 "10" "1" "IM-CRDT"
"2449" 86 "QmPeb2Xiwaw3aRQjTTH9BVn8on36bXhF1SwUyCJHKEVgoq" 227 169.111111111111 51686496.8888889 49505.1111111111 117808566 -433456.888888887 1000 "10" "1" "IM-CRDT"
"2450" 87 "QmPfFYusjRfTHeTCGNSWgHuWTeDideRX3mLveyLa1uCP5o" 225 181.777777777778 49586703.8888889 53808.3333333333 132585804 -448538.444444444 1000 "10" "1" "IM-CRDT"
"2451" 88 "QmPGujyJCaZsgQgpXPWve3hAtSgsoqUY7kcK9aUMocGJeJ" 280 200.222222222222 64135094 56769.8888888889 134395564 1634794.33333334 1000 "10" "1" "IM-CRDT"
"2452" 89 "QmPK2dvJD1wMqRgFPsQSvNhGW6hyCgUtaUZLhNRaA2fgWL" 204 159.777777777778 49210940 57552.4444444444 110084188 425097.333333331 1000 "10" "1" "IM-CRDT"
"2453" 90 "QmPNHD1TajqVY1EqV4isR8E4iybtqiGni4C5aBKmDQXhL7" 287 204.666666666667 52312915.2222222 51153.5555555556 151359391 943206.888888887 1000 "10" "1" "IM-CRDT"
"2454" 91 "QmPoobNd5txVPB2HUFdoh3w67vC8U2uvQezmv13fX3aYaY" 259 205 60194688.1111111 58007.7777777778 142480211 2267093.11111111 1000 "10" "1" "IM-CRDT"
"2455" 92 "QmPPcCSTqw86wcGcEBSp5tSKKg1R1eEcvEWK9gKbApugNo" 264 202.555555555556 57691101.8888889 58111.8888888889 143858448 947893.777777776 1000 "10" "1" "IM-CRDT"
"2456" 93 "QmPQXyMP2rbkB2V2F5TWhyokrZWWRkD5DVxKieiJ2FNHUQ" 295 244.888888888889 50852215.3333333 55355.8888888889 192793642 1187675.66666666 1000 "10" "1" "IM-CRDT"
"2457" 94 "QmPS6GqHaE1c8NSDNTSSJJS4uWAr2Mq7Y6T8ZYsakLJDJ1" 233 198.555555555556 46676594.6666667 54405.2222222222 149667395 2157160.66666667 1000 "10" "1" "IM-CRDT"
"2458" 95 "QmPt3FTYyUiLzpMUUGoXG8NkHAuXdUsEEhdwX4q8S7GU9U" 272 190.555555555556 61179580.1111111 61318.7777777778 126126505 3188151.66666667 1000 "10" "1" "IM-CRDT"
"2459" 96 "QmPTnPQCXHmtFeewNRyEQtTKXSqBAAmrqTdSTRGZvBDn9r" 252 203.888888888889 51536419.5555556 57544.2222222222 151236163 1058762.11111112 1000 "10" "1" "IM-CRDT"
"2460" 97 "QmPuMjSerNn7B2qTVQWLWPvZuxWt4R8P6HeyfrAkzt9Pf5" 255 217.888888888889 71181977.6666667 55113.8888888889 141985964 4665833.33333333 1000 "10" "1" "IM-CRDT"
"2461" 98 "QmPWpWKQDErjz22b6UQehXiE4RXCTxyaLGyABfmvD4QTGX" 258 204.444444444444 49936833 55930.2222222222 150898310 3553371.22222222 1000 "10" "1" "IM-CRDT"
"2462" 99 "QmPyWxXbFz4dF8M6tdQY95iHFW4LvH4gRokueTubU95yZY" 266 200.555555555556 55804224.7777778 51757.7777777778 143756499 943073.999999999 1000 "10" "1" "IM-CRDT"
"2463" 100 "QmQ1MdQ4dkz7m5ftN3DJvGNwFGQmBao53h22FxNWZoCEtt" 272 204.222222222222 52456197.7777778 51226.7777777778 151158036 556761.666666669 1000 "10" "1" "IM-CRDT"
"2464" 101 "QmQ2qpqswpxvmZywJnZjticX4h5LbGAryarHv8ribZf7qM" 213 160.666666666667 50873441.7777778 53524.6666666667 110170888 -431187.777777778 1000 "10" "1" "IM-CRDT"
"2465" 102 "QmQ66jacyPRRVj1FAGUYnb3i3V4ciiw4kH3eDBNjpdcimm" 238 203.444444444444 48833968.8888889 52211 151388909 3169355.55555556 1000 "10" "1" "IM-CRDT"
"2466" 103 "QmQDoB4tNHwwPLpzy9mLaZ6AdHnSgn5nXjvGCUG1pC8iv4" 251 197.777777777778 50860267.1111111 57274.8888888889 144213618 2646617.77777778 1000 "10" "1" "IM-CRDT"
"2467" 104 "QmQEZh6Y5mHWNgyyc1zPpJW6hA5QfRbCQCMhTNPrkSaBu9" 266 214.777777777778 50900905.1111111 60574.4444444444 160214087 3602211.22222223 1000 "10" "1" "IM-CRDT"
"2468" 105 "QmQgu38gzErWDk54k5pHTyZX46nXieL8tAdZRZSnhNXKqx" 266 200.444444444444 52277304.7777778 50039.1111111111 143609884 4507216.55555555 1000 "10" "1" "IM-CRDT"
"2469" 106 "QmQK3XgHyFGutRbAWj7qdjAe7ce91X7Ho8P8XffnJnUnJM" 281 217.444444444444 56571052.4444444 57025.8888888889 159138406 1677960.11111111 1000 "10" "1" "IM-CRDT"
"2470" 107 "QmQN7rb8B3jxzbhegrSGdz1feFnCUiqxddsMFXj15JRhNh" 264 207.444444444444 53415974 58492 150792215 3177763.44444445 1000 "10" "1" "IM-CRDT"
"2471" 108 "QmQPYnsixc7P3RuNVpL72Do4v268YeSHrkUfFNgTvRAQiP" 246 179.888888888889 58746980 55660.1111111111 118429012 2657236.77777778 1000 "10" "1" "IM-CRDT"
"2472" 109 "QmQQxxBNGpgTtedHv7cxEAUtaDziGxQWiGWe253kiedTke" 218 182.777777777778 48478801.8888889 56541.4444444444 134511994 -269559.555555557 1000 "10" "1" "IM-CRDT"
"2473" 110 "QmQR7a43uEKiiWsT56pmJMBaU82etkcXVTYNdjpm5TZ6Yc" 311 249.777777777778 53615917.7777778 60792.4444444444 192822514 3278553.55555556 1000 "10" "1" "IM-CRDT"
"2474" 111 "QmQSjeozqD5GqX2eVfqFPi6QUJTkFk8Sd5MbPRFzt7qYp5" 269 203.888888888889 49667911.6666667 54857.4444444444 151768590 2397529.77777777 1000 "10" "1" "IM-CRDT"
"2475" 112 "QmQU6Xuc1EQcJpAdDQ4sYv8ghaaW6fkY9vQsnrBhuG1snx" 297 238.555555555556 61047460.5555556 55443.5555555556 176418357 1034294.44444444 1000 "10" "1" "IM-CRDT"
"2476" 113 "QmQWbbGM8eDtBmuudHxJcTkgYo7Ky3r1D7UHzuaHiYiLxb" 231 174 53168549.6666667 54093.6666666667 117943586 2833770.66666667 1000 "10" "1" "IM-CRDT"
"2477" 114 "QmQwRtP8We6C4QFv2NnhvTx8fcMaoYW9hHro7Fy5A2beua" 242 178.222222222222 62442171 59801.5555555556 110530257 5189992.66666667 1000 "10" "1" "IM-CRDT"
"2478" 115 "QmQzdu6oBQmrWwLfbjrevTjfRREoPuUZMU8nTKGsnuQ2Ju" 261 197.333333333333 54407815.6666667 59563.2222222222 143324915 -458960.555555557 1000 "10" "1" "IM-CRDT"
"2479" 116 "QmR3mcaJe4up5NxEV9baEsULLY5w6cbGVeLuy6FJQkWdzq" 226 180.555555555556 50863544 56443.5555555556 126338287 3297281 1000 "10" "1" "IM-CRDT"
"2480" 117 "QmR4EdTtVEAUmFGkStKizvPLpTPPh53PPnKXtJRfRyzko7" 242 178.222222222222 57868333.8888889 64790 117491079 2798019.33333334 1000 "10" "1" "IM-CRDT"
"2481" 118 "QmR876wa5GWfCRVcoU7LPjiPRVQdS37Tk6saaav9Lia4vN" 280 215.666666666667 56609341.8888889 57576.7777777778 158865129 134618.999999996 1000 "10" "1" "IM-CRDT"
"2482" 119 "QmR8MLsTGqB5CXL2tqK4GjpsAjRXvcK4NmhtRbwefZHQxe" 232 177.111111111111 53978780.6666667 59578.2222222222 118804710 4268042.22222222 1000 "10" "1" "IM-CRDT"
"2483" 120 "QmR8veoC5VuP7jzwjtRtqF4pTv2wyWuaBeXF1xBvy8hM9V" 257 211.888888888889 48123457.6666667 56244.5555555556 159992575 3716611.66666666 1000 "10" "1" "IM-CRDT"
"2484" 121 "QmRarayhoCFJxYCWjJgGNQVZo4heAidFpXHGTA864dSGfW" 241 202.222222222222 48258954.6666667 54158.5555555556 150945212 2963897.00000001 1000 "10" "1" "IM-CRDT"
"2485" 122 "QmRB7gSmJabfGqnRiiEtFb8qkLo8PZ5s5YhhKQsS9bGoWG" 219 172.111111111111 49809910.3333333 152725.111111111 118274622 3873853.66666666 1000 "10" "1" "IM-CRDT"
